measurement_concept_id,concept_name,measurement_source_value,class
1634289,AJCC/UICC 7th post therapy pathology,AJCC/UICC 7th post therapy pathological Stage 1A1,Staging/Grading
1634417,AJCC/UICC 7th post therapy pathology,AJCC/UICC 7th post therapy pathological Stage 1A2,Staging/Grading
1634707,AJCC/UICC 7th post therapy pathology,AJCC/UICC 7th post therapy pathological Stage 1A3,Staging/Grading
1633772,AJCC/UICC 7th post therapy pathology,AJCC/UICC 7th post therapy pathological Stage 1B,Staging/Grading
1633442,AJCC/UICC 7th post therapy pathology,AJCC/UICC 7th post therapy pathological Stage 1B1,Staging/Grading
1633580,AJCC/UICC 7th post therapy pathology,AJCC/UICC 7th post therapy pathological Stage 1B2,Staging/Grading
1633988,AJCC/UICC 7th post therapy pathology,AJCC/UICC 7th post therapy pathological Stage 1C,Staging/Grading
1633681,AJCC/UICC 7th post therapy pathology,AJCC/UICC 7th post therapy pathological Stage 1E,Staging/Grading
1634065,AJCC/UICC 7th post therapy pathology,AJCC/UICC 7th post therapy pathological Stage 1s,Staging/Grading
1634994,AJCC/UICC 7th post therapy pathology,AJCC/UICC 7th post therapy pathological Stage 2,Staging/Grading
1634443,AJCC/UICC 7th post therapy pathology,AJCC/UICC 7th post therapy pathological Stage 2A,Staging/Grading
1634865,AJCC/UICC 7th post therapy pathology,AJCC/UICC 7th post therapy pathological Stage 2A1,Staging/Grading
1635591,AJCC/UICC 7th post therapy pathology,AJCC/UICC 7th post therapy pathological Stage 2A2,Staging/Grading
1635197,AJCC/UICC 7th post therapy pathology,AJCC/UICC 7th post therapy pathological Stage 2B,Staging/Grading
1635088,AJCC/UICC 7th post therapy pathology,AJCC/UICC 7th post therapy pathological Stage 2C,Staging/Grading
1634314,AJCC/UICC 7th post therapy pathology,AJCC/UICC 7th post therapy pathological Stage 2E,Staging/Grading
1635063,AJCC/UICC 7th post therapy pathology,AJCC/UICC 7th post therapy pathological Stage 3,Staging/Grading
1634410,AJCC/UICC 7th post therapy pathology,AJCC/UICC 7th post therapy pathological Stage 3A,Staging/Grading
1634283,AJCC/UICC 7th post therapy pathology,AJCC/UICC 7th post therapy pathological Stage 3A1,Staging/Grading
1634128,AJCC/UICC 7th post therapy pathology,AJCC/UICC 7th post therapy pathological Stage 3A2,Staging/Grading
1635425,AJCC/UICC 7th post therapy pathology,AJCC/UICC 7th post therapy pathological Stage 3B,Staging/Grading
1634201,AJCC/UICC 7th post therapy pathology,AJCC/UICC 7th post therapy pathological Stage 3C,Staging/Grading
1633592,AJCC/UICC 7th post therapy pathology,AJCC/UICC 7th post therapy pathological Stage 3C1,Staging/Grading
1634885,AJCC/UICC 7th post therapy pathology,AJCC/UICC 7th post therapy pathological Stage 3C2,Staging/Grading
1634644,AJCC/UICC 7th post therapy pathology,AJCC/UICC 7th post therapy pathological Stage 3D,Staging/Grading
1635356,AJCC/UICC 7th post therapy pathology,AJCC/UICC 7th post therapy pathological Stage 4,Staging/Grading
1633523,AJCC/UICC 7th post therapy pathology,AJCC/UICC 7th post therapy pathological Stage 4A,Staging/Grading
1634964,AJCC/UICC 7th post therapy pathology,AJCC/UICC 7th post therapy pathological Stage 4A1,Staging/Grading
1635298,AJCC/UICC 7th post therapy pathology,AJCC/UICC 7th post therapy pathological Stage 4A2,Staging/Grading
1634831,AJCC/UICC 7th post therapy pathology,AJCC/UICC 7th post therapy pathological Stage 4B,Staging/Grading
1634513,AJCC/UICC 7th post therapy pathology,AJCC/UICC 7th post therapy pathological Stage 4C,Staging/Grading
1633626,AJCC/UICC 7th post therapy pathology,AJCC/UICC 7th post therapy pathological T0 Category,Staging/Grading
1634684,AJCC/UICC 7th post therapy pathology,AJCC/UICC 7th post therapy pathological T1 Category,Staging/Grading
1633888,AJCC/UICC 7th post therapy pathology,AJCC/UICC 7th post therapy pathological T1a Category,Staging/Grading
1635699,AJCC/UICC 7th post therapy pathology,AJCC/UICC 7th post therapy pathological T1a1 Category,Staging/Grading
1634693,AJCC/UICC 7th post therapy pathology,AJCC/UICC 7th post therapy pathological T1a2 Category,Staging/Grading
1634600,AJCC/UICC 7th post therapy pathology,AJCC/UICC 7th post therapy pathological T1b Category,Staging/Grading
1635502,AJCC/UICC 7th post therapy pathology,AJCC/UICC 7th post therapy pathological T1b1 Category,Staging/Grading
1633875,AJCC/UICC 7th post therapy pathology,AJCC/UICC 7th post therapy pathological T1b2 Category,Staging/Grading
1635598,AJCC/UICC 7th post therapy pathology,AJCC/UICC 7th post therapy pathological T1b3 Category,Staging/Grading
1634595,AJCC/UICC 7th post therapy pathology,AJCC/UICC 7th post therapy pathological T1c Category,Staging/Grading
1633289,AJCC/UICC 7th post therapy pathology,AJCC/UICC 7th post therapy pathological T1c1 Category,Staging/Grading
1633746,AJCC/UICC 7th post therapy pathology,AJCC/UICC 7th post therapy pathological T1c2 Category,Staging/Grading
1634200,AJCC/UICC 7th post therapy pathology,AJCC/UICC 7th post therapy pathological T1c3 Category,Staging/Grading
1634288,AJCC/UICC 7th post therapy pathology,AJCC/UICC 7th post therapy pathological T1d Category,Staging/Grading
1633420,AJCC/UICC 7th post therapy pathology,AJCC/UICC 7th post therapy pathological T1mi Category,Staging/Grading
1633353,AJCC/UICC 7th post therapy pathology,AJCC/UICC 7th post therapy pathological T2 Category,Staging/Grading
1633787,AJCC/UICC 7th post therapy pathology,AJCC/UICC 7th post therapy pathological T2a Category,Staging/Grading
1635117,AJCC/UICC 7th post therapy pathology,AJCC/UICC 7th post therapy pathological T2a1 Category,Staging/Grading
1635225,AJCC/UICC 7th post therapy pathology,AJCC/UICC 7th post therapy pathological T2a2 Category,Staging/Grading
1635367,AJCC/UICC 7th post therapy pathology,AJCC/UICC 7th post therapy pathological T2b Category,Staging/Grading
1635652,AJCC/UICC 7th post therapy pathology,AJCC/UICC 7th post therapy pathological T2c Category,Staging/Grading
1633847,AJCC/UICC 7th post therapy pathology,AJCC/UICC 7th post therapy pathological T2d Category,Staging/Grading
1634157,AJCC/UICC 7th post therapy pathology,AJCC/UICC 7th post therapy pathological T3 Category,Staging/Grading
1634105,AJCC/UICC 7th post therapy pathology,AJCC/UICC 7th post therapy pathological T3a Category,Staging/Grading
1634710,AJCC/UICC 7th post therapy pathology,AJCC/UICC 7th post therapy pathological T3b Category,Staging/Grading
1635308,AJCC/UICC 7th post therapy pathology,AJCC/UICC 7th post therapy pathological T3c Category,Staging/Grading
1634043,AJCC/UICC 7th post therapy pathology,AJCC/UICC 7th post therapy pathological T3d Category,Staging/Grading
1634585,AJCC/UICC 7th post therapy pathology,AJCC/UICC 7th post therapy pathological T3e Category,Staging/Grading
1633467,AJCC/UICC 7th post therapy pathology,AJCC/UICC 7th post therapy pathological T4 Category,Staging/Grading
1633874,AJCC/UICC 7th post therapy pathology,AJCC/UICC 7th post therapy pathological T4a Category,Staging/Grading
1634132,AJCC/UICC 7th post therapy pathology,AJCC/UICC 7th post therapy pathological T4b Category,Staging/Grading
1633473,AJCC/UICC 7th post therapy pathology,AJCC/UICC 7th post therapy pathological T4c Category,Staging/Grading
1634951,AJCC/UICC 7th post therapy pathology,AJCC/UICC 7th post therapy pathological T4d Category,Staging/Grading
1635771,AJCC/UICC 7th post therapy pathology,AJCC/UICC 7th post therapy pathological T4e Category,Staging/Grading
1634621,AJCC/UICC 7th post therapy pathology,AJCC/UICC 7th post therapy pathological Ta Category,Staging/Grading
1634155,AJCC/UICC 7th post therapy pathology,AJCC/UICC 7th post therapy pathological Tis Category,Staging/Grading
1635050,AJCC/UICC 7th post therapy pathology,AJCC/UICC 7th post therapy pathological Tis(DCIS) Category,Staging/Grading
1634044,AJCC/UICC 7th post therapy pathology,AJCC/UICC 7th post therapy pathological Tis(LAMN) Category,Staging/Grading
1634988,AJCC/UICC 7th post therapy pathology,AJCC/UICC 7th post therapy pathological Tis(Paget) Category,Staging/Grading
1633517,AJCC/UICC 7th post therapy pathology,AJCC/UICC 7th post therapy pathological TX Category,Staging/Grading
1635281,AJCC/UICC 7th,AJCC/UICC 7th Stage 0,Staging/Grading
1635398,AJCC/UICC 7th,AJCC/UICC 7th Stage 0a,Staging/Grading
1633713,AJCC/UICC 7th,AJCC/UICC 7th Stage 0is,Staging/Grading
1635867,AJCC/UICC 7th,AJCC/UICC 7th Stage 1,Staging/Grading
1633669,AJCC/UICC 7th,AJCC/UICC 7th Stage 1A,Staging/Grading
1634690,AJCC/UICC 7th,AJCC/UICC 7th Stage 1A1,Staging/Grading
1633677,AJCC/UICC 7th,AJCC/UICC 7th Stage 1A2,Staging/Grading
1633971,AJCC/UICC 7th,AJCC/UICC 7th Stage 1A3,Staging/Grading
1635138,AJCC/UICC 7th,AJCC/UICC 7th Stage 1B,Staging/Grading
1633617,AJCC/UICC 7th,AJCC/UICC 7th Stage 1B1,Staging/Grading
1633917,AJCC/UICC 7th,AJCC/UICC 7th Stage 1B2,Staging/Grading
1634470,AJCC/UICC 7th,AJCC/UICC 7th Stage 1C,Staging/Grading
1634419,AJCC/UICC 7th,AJCC/UICC 7th Stage 1E,Staging/Grading
1635458,AJCC/UICC 7th,AJCC/UICC 7th Stage 1s,Staging/Grading
1634181,AJCC/UICC 7th,AJCC/UICC 7th Stage 2,Staging/Grading
1634937,AJCC/UICC 7th,AJCC/UICC 7th Stage 2A,Staging/Grading
1635546,AJCC/UICC 7th,AJCC/UICC 7th Stage 2A1,Staging/Grading
1635215,AJCC/UICC 7th,AJCC/UICC 7th Stage 2A2,Staging/Grading
1634368,AJCC/UICC 7th,AJCC/UICC 7th Stage 2B,Staging/Grading
1635193,AJCC/UICC 7th,AJCC/UICC 7th Stage 2C,Staging/Grading
1633627,AJCC/UICC 7th,AJCC/UICC 7th Stage 2E,Staging/Grading
1633382,AJCC/UICC 7th,AJCC/UICC 7th Stage 3,Staging/Grading
1634603,AJCC/UICC 7th,AJCC/UICC 7th Stage 3A,Staging/Grading
1635868,AJCC/UICC 7th,AJCC/UICC 7th Stage 3A1,Staging/Grading
1635662,AJCC/UICC 7th,AJCC/UICC 7th Stage 3A2,Staging/Grading
1634911,AJCC/UICC 7th,AJCC/UICC 7th Stage 3B,Staging/Grading
1633957,AJCC/UICC 7th,AJCC/UICC 7th Stage 3C,Staging/Grading
1634543,AJCC/UICC 7th,AJCC/UICC 7th Stage 3C1,Staging/Grading
1635086,AJCC/UICC 7th,AJCC/UICC 7th Stage 3C2,Staging/Grading
1635435,AJCC/UICC 7th,AJCC/UICC 7th Stage 3D,Staging/Grading
1633902,AJCC/UICC 7th,AJCC/UICC 7th Stage 4,Staging/Grading
1635234,AJCC/UICC 7th,AJCC/UICC 7th Stage 4A,Staging/Grading
1633929,AJCC/UICC 7th,AJCC/UICC 7th Stage 4A1,Staging/Grading
1635273,AJCC/UICC 7th,AJCC/UICC 7th Stage 4A2,Staging/Grading
1635337,AJCC/UICC 7th,AJCC/UICC 7th Stage 4B,Staging/Grading
1634250,AJCC/UICC 7th,AJCC/UICC 7th Stage 4C,Staging/Grading
1634965,AJCC/UICC 7th,AJCC/UICC 7th T0 Category,Staging/Grading
1633549,AJCC/UICC 7th,AJCC/UICC 7th T1 Category,Staging/Grading
1633764,AJCC/UICC 7th,AJCC/UICC 7th T1a Category,Staging/Grading
1634676,AJCC/UICC 7th,AJCC/UICC 7th T1a1 Category,Staging/Grading
1634521,AJCC/UICC 7th,AJCC/UICC 7th T1a2 Category,Staging/Grading
1634319,AJCC/UICC 7th,AJCC/UICC 7th T1b Category,Staging/Grading
1634668,AJCC/UICC 7th,AJCC/UICC 7th T1b1 Category,Staging/Grading
1635493,AJCC/UICC 7th,AJCC/UICC 7th T1b2 Category,Staging/Grading
1634255,AJCC/UICC 7th,AJCC/UICC 7th T1b3 Category,Staging/Grading
1635626,AJCC/UICC 7th,AJCC/UICC 7th T1c Category,Staging/Grading
1634753,AJCC/UICC 7th,AJCC/UICC 7th T1c1 Category,Staging/Grading
1635219,AJCC/UICC 7th,AJCC/UICC 7th T1c2 Category,Staging/Grading
1635328,AJCC/UICC 7th,AJCC/UICC 7th T1c3 Category,Staging/Grading
1633570,AJCC/UICC 7th,AJCC/UICC 7th T1d Category,Staging/Grading
1634186,AJCC/UICC 7th,AJCC/UICC 7th T1mi Category,Staging/Grading
1634506,AJCC/UICC 7th,AJCC/UICC 7th T2 Category,Staging/Grading
1635532,AJCC/UICC 7th,AJCC/UICC 7th T2a Category,Staging/Grading
1635827,AJCC/UICC 7th,AJCC/UICC 7th T2a1 Category,Staging/Grading
1634535,AJCC/UICC 7th,AJCC/UICC 7th T2a2 Category,Staging/Grading
1635301,AJCC/UICC 7th,AJCC/UICC 7th T2b Category,Staging/Grading
1635192,AJCC/UICC 7th,AJCC/UICC 7th T2c Category,Staging/Grading
1634572,AJCC/UICC 7th,AJCC/UICC 7th T2d Category,Staging/Grading
1635854,AJCC/UICC 7th,AJCC/UICC 7th T3 Category,Staging/Grading
1634577,AJCC/UICC 7th,AJCC/UICC 7th T3a Category,Staging/Grading
1635777,AJCC/UICC 7th,AJCC/UICC 7th T3b Category,Staging/Grading
1634962,AJCC/UICC 7th,AJCC/UICC 7th T3c Category,Staging/Grading
1634852,AJCC/UICC 7th,AJCC/UICC 7th T3d Category,Staging/Grading
1634444,AJCC/UICC 7th,AJCC/UICC 7th T3e Category,Staging/Grading
1634576,AJCC/UICC 7th,AJCC/UICC 7th T4 Category,Staging/Grading
1634724,AJCC/UICC 7th,AJCC/UICC 7th T4a Category,Staging/Grading
1634162,AJCC/UICC 7th,AJCC/UICC 7th T4b Category,Staging/Grading
1634476,AJCC/UICC 7th,AJCC/UICC 7th T4c Category,Staging/Grading
1635275,AJCC/UICC 7th,AJCC/UICC 7th T4d Category,Staging/Grading
1633604,AJCC/UICC 7th,AJCC/UICC 7th T4e Category,Staging/Grading
1634394,AJCC/UICC 7th,AJCC/UICC 7th Ta Category,Staging/Grading
1633798,AJCC/UICC 7th,AJCC/UICC 7th Tis Category,Staging/Grading
1635012,AJCC/UICC 7th,AJCC/UICC 7th Tis(DCIS) Category,Staging/Grading
1634874,AJCC/UICC 7th,AJCC/UICC 7th Tis(LAMN) Category,Staging/Grading
1634303,AJCC/UICC 7th,AJCC/UICC 7th Tis(Paget) Category,Staging/Grading
1633390,AJCC/UICC 7th,AJCC/UICC 7th TX Category,Staging/Grading
1634757,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical M0 Category,Staging/Grading
1635101,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical M0(i+) Category,Staging/Grading
1633974,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical M1 Category,Staging/Grading
1635149,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical M1a Category,Staging/Grading
1633375,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical M1b Category,Staging/Grading
1633784,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical M1c Category,Staging/Grading
1633799,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical M1d Category,Staging/Grading
1634146,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical MX Category,Staging/Grading
1634070,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical N0 Category,Staging/Grading
1635156,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical N0(i+) Category,Staging/Grading
1635501,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical N0(mol+) Category,Staging/Grading
1633719,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical N0a Category,Staging/Grading
1633534,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical N0b Category,Staging/Grading
1633651,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical N1 Category,Staging/Grading
1633839,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical N1a Category,Staging/Grading
1634702,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical N1a(sn) Category,Staging/Grading
1635679,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical N1b Category,Staging/Grading
1635418,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical N1b1 Category,Staging/Grading
1635185,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical N1b2 Category,Staging/Grading
1634439,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical N1b3 Category,Staging/Grading
1635072,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical N1b4 Category,Staging/Grading
1633785,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical N1c Category,Staging/Grading
1633972,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical N1mi Category,Staging/Grading
1633763,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical N2 Category,Staging/Grading
1633788,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical N2a Category,Staging/Grading
1633323,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical N2b Category,Staging/Grading
1633271,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical N2c Category,Staging/Grading
1633350,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical N2mi Category,Staging/Grading
1633854,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical N3 Category,Staging/Grading
1635496,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical N3a Category,Staging/Grading
1635828,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical N3b Category,Staging/Grading
1635133,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical N3c Category,Staging/Grading
1634426,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical N4 Category,Staging/Grading
1634797,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical NX Category,Staging/Grading
1635824,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical Stage 0,Staging/Grading
1633458,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical Stage 0a,Staging/Grading
1634991,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical Stage 0is,Staging/Grading
1635758,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical Stage 1,Staging/Grading
1634066,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical Stage 1A,Staging/Grading
1633970,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical Stage 1A1,Staging/Grading
1634021,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical Stage 1A2,Staging/Grading
1635802,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical Stage 1A3,Staging/Grading
1634160,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical Stage 1B,Staging/Grading
1634512,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical Stage 1B1,Staging/Grading
1635721,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical Stage 1B2,Staging/Grading
1635248,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical Stage 1C,Staging/Grading
1634761,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical Stage 1E,Staging/Grading
1633698,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical Stage 1s,Staging/Grading
1635217,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical Stage 2,Staging/Grading
1635786,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical Stage 2A,Staging/Grading
1633940,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical Stage 2A1,Staging/Grading
1634141,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical Stage 2A2,Staging/Grading
1634056,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical Stage 2B,Staging/Grading
1634932,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical Stage 2C,Staging/Grading
1635601,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical Stage 2E,Staging/Grading
1634596,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical Stage 3,Staging/Grading
1635265,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical Stage 3A,Staging/Grading
1635640,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical Stage 3A1,Staging/Grading
1634461,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical Stage 3A2,Staging/Grading
1634006,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical Stage 3B,Staging/Grading
1634811,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical Stage 3C,Staging/Grading
1635859,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical Stage 3C1,Staging/Grading
1635395,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical Stage 3C2,Staging/Grading
1635533,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical Stage 3D,Staging/Grading
1635029,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical Stage 4,Staging/Grading
1634810,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical Stage 4A,Staging/Grading
1634285,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical Stage 4A1,Staging/Grading
1633370,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical Stage 4A2,Staging/Grading
1635708,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical Stage 4B,Staging/Grading
1635006,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical Stage 4C,Staging/Grading
1635794,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical T0 Category,Staging/Grading
1633883,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical T1 Category,Staging/Grading
1635229,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical T1a Category,Staging/Grading
1634437,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical T1a1 Category,Staging/Grading
1634945,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical T1a2 Category,Staging/Grading
1633531,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical T1b Category,Staging/Grading
1635568,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical T1b1 Category,Staging/Grading
1633980,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical T1b2 Category,Staging/Grading
1635512,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical T1b3 Category,Staging/Grading
1635647,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical T1c Category,Staging/Grading
1633432,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical T1c1 Category,Staging/Grading
1634749,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical T1c2 Category,Staging/Grading
1635322,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical T1c3 Category,Staging/Grading
1634636,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical T1d Category,Staging/Grading
1633949,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical T1mi Category,Staging/Grading
1634651,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical T2 Category,Staging/Grading
1635635,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical T2a Category,Staging/Grading
1634840,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical T2a1 Category,Staging/Grading
1633896,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical T2a2 Category,Staging/Grading
1635451,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical T2b Category,Staging/Grading
1635287,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical T2c Category,Staging/Grading
1635071,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical T2d Category,Staging/Grading
1635556,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical T3 Category,Staging/Grading
1635116,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical T3a Category,Staging/Grading
1635813,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical T3b Category,Staging/Grading
1633525,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical T3c Category,Staging/Grading
1634663,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical T3d Category,Staging/Grading
1634839,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical T3e Category,Staging/Grading
1634973,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical T4 Category,Staging/Grading
1634963,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical T4a Category,Staging/Grading
1634854,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical T4b Category,Staging/Grading
1633767,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical T4c Category,Staging/Grading
1635022,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical T4d Category,Staging/Grading
1635648,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical T4e Category,Staging/Grading
1635468,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical Ta Category,Staging/Grading
1633737,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical Tis Category,Staging/Grading
1635148,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical Tis(DCIS) Category,Staging/Grading
1633913,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical Tis(LAMN) Category,Staging/Grading
1634229,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical Tis(Paget) Category,Staging/Grading
1633589,AJCC/UICC 8th clinical,AJCC/UICC 8th clinical TX Category,Staging/Grading
1634449,AJCC/UICC 8th,AJCC/UICC 8th edition,Staging/Grading
1633299,AJCC/UICC 8th,AJCC/UICC 8th M0 Category,Staging/Grading
1635344,AJCC/UICC 8th,AJCC/UICC 8th M0(i+) Category,Staging/Grading
1633498,AJCC/UICC 8th,AJCC/UICC 8th M1 Category,Staging/Grading
1634082,AJCC/UICC 8th,AJCC/UICC 8th M1a Category,Staging/Grading
1634661,AJCC/UICC 8th,AJCC/UICC 8th M1b Category,Staging/Grading
1634975,AJCC/UICC 8th,AJCC/UICC 8th M1c Category,Staging/Grading
1634259,AJCC/UICC 8th,AJCC/UICC 8th M1d Category,Staging/Grading
1634340,AJCC/UICC 8th,AJCC/UICC 8th MX Category,Staging/Grading
1634780,AJCC/UICC 8th,AJCC/UICC 8th N0 Category,Staging/Grading
1633415,AJCC/UICC 8th,AJCC/UICC 8th N0(i+) Category,Staging/Grading
1634919,AJCC/UICC 8th,AJCC/UICC 8th N0(mol+) Category,Staging/Grading
1635523,AJCC/UICC 8th,AJCC/UICC 8th N0a Category,Staging/Grading
1634038,AJCC/UICC 8th,AJCC/UICC 8th N0b Category,Staging/Grading
1633688,AJCC/UICC 8th,AJCC/UICC 8th N1 Category,Staging/Grading
1635731,AJCC/UICC 8th,AJCC/UICC 8th N1a Category,Staging/Grading
1635805,AJCC/UICC 8th,AJCC/UICC 8th N1a(sn) Category,Staging/Grading
1633956,AJCC/UICC 8th,AJCC/UICC 8th N1b Category,Staging/Grading
1635663,AJCC/UICC 8th,AJCC/UICC 8th N1b1 Category,Staging/Grading
1633997,AJCC/UICC 8th,AJCC/UICC 8th N1b2 Category,Staging/Grading
1634878,AJCC/UICC 8th,AJCC/UICC 8th N1b3 Category,Staging/Grading
1635252,AJCC/UICC 8th,AJCC/UICC 8th N1b4 Category,Staging/Grading
1635504,AJCC/UICC 8th,AJCC/UICC 8th N1c Category,Staging/Grading
1633622,AJCC/UICC 8th,AJCC/UICC 8th N1mi Category,Staging/Grading
1635585,AJCC/UICC 8th,AJCC/UICC 8th N2 Category,Staging/Grading
1634748,AJCC/UICC 8th,AJCC/UICC 8th N2a Category,Staging/Grading
1635096,AJCC/UICC 8th,AJCC/UICC 8th N2b Category,Staging/Grading
1635001,AJCC/UICC 8th,AJCC/UICC 8th N2c Category,Staging/Grading
1634165,AJCC/UICC 8th,AJCC/UICC 8th N2mi Category,Staging/Grading
1634147,AJCC/UICC 8th,AJCC/UICC 8th N3 Category,Staging/Grading
1634183,AJCC/UICC 8th,AJCC/UICC 8th N3a Category,Staging/Grading
1635091,AJCC/UICC 8th,AJCC/UICC 8th N3b Category,Staging/Grading
1634198,AJCC/UICC 8th,AJCC/UICC 8th N3c Category,Staging/Grading
1633394,AJCC/UICC 8th,AJCC/UICC 8th N4 Category,Staging/Grading
1634216,AJCC/UICC 8th,AJCC/UICC 8th NX Category,Staging/Grading
1634606,AJCC/UICC 8th pathology,AJCC/UICC 8th pathological M0 Category,Staging/Grading
