measurement_concept_id,concept_name,measurement_source_value,class
734307,Nottingham score,Nottingham nuclear score 1,Staging/Grading
734308,Nottingham score,Nottingham nuclear score 2,Staging/Grading
734309,Nottingham score,Nottingham nuclear score 3,Staging/Grading
734310,Nottingham score,Nottingham mitotic score 1,Staging/Grading
734311,Nottingham score,Nottingham mitotic score 2,Staging/Grading
734312,Nottingham score,Nottingham mitotic score 3,Staging/Grading
734313,Nottingham score,Nottingham tubular score 1,Staging/Grading
734314,Nottingham score,Nottingham tubular score 2,Staging/Grading
734315,Nottingham score,Nottingham tubular score 3,Staging/Grading
1634599,Stage,Stage DS,Staging/Grading
1634738,Stage,Stage L1,Staging/Grading
1633283,Stage,Stage L2,Staging/Grading
1633615,Stage,Stage M1,Staging/Grading
1635416,Stage,Stage MS,Staging/Grading
1635565,SR,Symptoms relief,Staging/Grading
1634902,B-symptoms,Systemic symptoms present,Staging/Grading
1633501,PsP,Tumor pseudoprogression,Staging/Grading
1634539,Transformation,Tumor transformation,Staging/Grading
1634174,WHO,WHO response criteria: complete response,Staging/Grading
1633388,WHO,WHO response criteria: partial response,Staging/Grading
1635650,WHO,WHO response criteria: progressive disease,Staging/Grading
1633992,WHO,WHO response criteria: stable disease,Staging/Grading
1633793,Clark,Anatomic Clark Level 1,Staging/Grading
1635247,Clark,Anatomic Clark Level 2,Staging/Grading
1635557,Clark,Anatomic Clark Level 3,Staging/Grading
1635040,Clark,Anatomic Clark Level 4,Staging/Grading
1634546,Clark,Anatomic Clark Level 5,Staging/Grading
1633291,Ann Arbor,Ann Arbor Stage 1,Staging/Grading
1635620,Ann Arbor,Ann Arbor Stage 1E,Staging/Grading
1633933,Ann Arbor,Ann Arbor Stage 1ES,Staging/Grading
1635203,Ann Arbor,Ann Arbor Stage 1S,Staging/Grading
1634430,Ann Arbor,Ann Arbor Stage 2,Staging/Grading
1633637,Ann Arbor,Ann Arbor Stage 2E,Staging/Grading
1634682,Ann Arbor,Ann Arbor Stage 2ES,Staging/Grading
1635137,Ann Arbor,Ann Arbor Stage 2S,Staging/Grading
1635140,Ann Arbor,Ann Arbor Stage 3,Staging/Grading
1633354,Ann Arbor,Ann Arbor Stage 3E,Staging/Grading
1634068,Ann Arbor,Ann Arbor Stage 3ES,Staging/Grading
1633993,Ann Arbor,Ann Arbor Stage 3S,Staging/Grading
1633464,Ann Arbor,Ann Arbor Stage 4,Staging/Grading
1634809,BCLC,BCLC 0 Stage,Staging/Grading
1635609,BCLC,BCLC A Stage,Staging/Grading
1635555,BCLC,BCLC B Stage,Staging/Grading
1635711,BCLC,BCLC C Stage,Staging/Grading
1635471,BCLC,BCLC D Stage,Staging/Grading
1635315,Binet,Binet Stage A,Staging/Grading
1635179,Binet,Binet Stage B,Staging/Grading
1635062,Binet,Binet Stage C,Staging/Grading
1633986,Bulky,Bulky disease present,Staging/Grading
1633884,CHOI,CHOI: complete response,Staging/Grading
1633939,CHOI,CHOI: partial response,Staging/Grading
1634959,CHOI,CHOI: progressive disease,Staging/Grading
1633706,CHOI,CHOI: stable disease,Staging/Grading
1635118,CB,Clinical benefit,Staging/Grading
1635025,Gleason Score,Clinical Gleason Score 10,Staging/Grading
1634832,Gleason Score,Clinical Gleason Score 3+4,Staging/Grading
1634699,Gleason Score,Clinical Gleason Score 4+3,Staging/Grading
1634249,Gleason Score,Clinical Gleason Score 7,Staging/Grading
1633509,Gleason Score,Clinical Gleason Score 8,Staging/Grading
1634774,Gleason Score,Clinical Gleason Score 9,Staging/Grading
1634989,Gleason Score,Clinical Gleason Score <=6,Staging/Grading
1635831,COG,COG Stage 1,Staging/Grading
1634113,COG,COG Stage 2,Staging/Grading
1635552,COG,COG Stage 3,Staging/Grading
1635274,COG,COG Stage 4,Staging/Grading
1635767,COG,COG Stage 5,Staging/Grading
1633363,CR,Complete response,Staging/Grading
1634281,Deauville,Deauville Score 1,Staging/Grading
1633521,Deauville,Deauville Score 2,Staging/Grading
1633783,Deauville,Deauville Score 3,Staging/Grading
1634538,Deauville,Deauville Score 4,Staging/Grading
1633625,Deauville,Deauville Score 5,Staging/Grading
1635432,Dukes,Dukes' Stage A,Staging/Grading
1633548,Dukes,Dukes' Stage B,Staging/Grading
1635190,Dukes,Dukes' Stage C,Staging/Grading
1633927,Dukes,Dukes' Stage D,Staging/Grading
1635124,DS,Durie/Salmon Stage 1,Staging/Grading
1635673,DS,Durie/Salmon Stage 2,Staging/Grading
1634548,DS,Durie/Salmon Stage 3,Staging/Grading
1634364,enneking,Enneking Stage 1A,Staging/Grading
1634570,enneking,Enneking Stage 1B,Staging/Grading
1633584,enneking,Enneking Stage 2A,Staging/Grading
1635172,enneking,Enneking Stage 2B,Staging/Grading
1635821,enneking,Enneking Stage 3,Staging/Grading
1633931,ENSAT,ENSAT Stage 1,Staging/Grading
1634983,ENSAT,ENSAT Stage 2,Staging/Grading
1635589,ENSAT,ENSAT Stage 3,Staging/Grading
1634779,ENSAT,ENSAT Stage 4,Staging/Grading
1633982,evans,Evans Stage 1,Staging/Grading
1634148,evans,Evans Stage 2,Staging/Grading
1635872,evans,Evans Stage 3,Staging/Grading
1633560,evans,Evans Stage 4,Staging/Grading
1635403,evans,Evans Stage 5,Staging/Grading
1635798,extensive,Extensive Stage,Staging/Grading
1634231,FIGO 2015,FIGO 2015 Stage 0,Staging/Grading
1635384,FIGO 2015,FIGO 2015 Stage 1,Staging/Grading
1633804,FIGO 2015,FIGO 2015 Stage 1A,Staging/Grading
1633825,FIGO 2015,FIGO 2015 Stage 1A1,Staging/Grading
1633870,FIGO 2015,FIGO 2015 Stage 1A2,Staging/Grading
1634725,FIGO 2015,FIGO 2015 Stage 1B,Staging/Grading
1634110,FIGO 2015,FIGO 2015 Stage 1B1,Staging/Grading
1634196,FIGO 2015,FIGO 2015 Stage 1B2,Staging/Grading
1634115,FIGO 2015,FIGO 2015 Stage 1B3,Staging/Grading
1633428,FIGO 2015,FIGO 2015 Stage 1C,Staging/Grading
1635426,FIGO 2015,FIGO 2015 Stage 1C1,Staging/Grading
1633302,FIGO 2015,FIGO 2015 Stage 1C2,Staging/Grading
1633653,FIGO 2015,FIGO 2015 Stage 1C3,Staging/Grading
1634161,FIGO 2015,FIGO 2015 Stage 2,Staging/Grading
1633395,FIGO 2015,FIGO 2015 Stage 2A,Staging/Grading
1634806,FIGO 2015,FIGO 2015 Stage 2A1,Staging/Grading
1635883,FIGO 2015,FIGO 2015 Stage 2A2,Staging/Grading
1635032,FIGO 2015,FIGO 2015 Stage 2B,Staging/Grading
1633745,FIGO 2015,FIGO 2015 Stage 3,Staging/Grading
1634471,FIGO 2015,FIGO 2015 Stage 3A,Staging/Grading
1633733,FIGO 2015,FIGO 2015 Stage 3A1,Staging/Grading
1635773,FIGO 2015,FIGO 2015 Stage 3A1(I),Staging/Grading
1633477,FIGO 2015,FIGO 2015 Stage 3A1(II),Staging/Grading
1634622,FIGO 2015,FIGO 2015 Stage 3A2,Staging/Grading
1634609,FIGO 2015,FIGO 2015 Stage 3B,Staging/Grading
1634897,FIGO 2015,FIGO 2015 Stage 3C,Staging/Grading
1633879,FIGO 2015,FIGO 2015 Stage 3C1,Staging/Grading
1635760,FIGO 2015,FIGO 2015 Stage 3C2,Staging/Grading
1634279,FIGO 2015,FIGO 2015 Stage 4,Staging/Grading
1635174,FIGO 2015,FIGO 2015 Stage 4A,Staging/Grading
1634431,FIGO 2015,FIGO 2015 Stage 4B,Staging/Grading
1635013,FIGO 2018,FIGO 2018 Stage 0,Staging/Grading
1635578,FIGO 2018,FIGO 2018 Stage 1,Staging/Grading
1633855,FIGO 2018,FIGO 2018 Stage 1A,Staging/Grading
1633936,FIGO 2018,FIGO 2018 Stage 1A1,Staging/Grading
1633551,FIGO 2018,FIGO 2018 Stage 1A2,Staging/Grading
1633349,FIGO 2018,FIGO 2018 Stage 1B,Staging/Grading
1633662,FIGO 2018,FIGO 2018 Stage 1B1,Staging/Grading
1635616,FIGO 2018,FIGO 2018 Stage 1B2,Staging/Grading
1634940,FIGO 2018,FIGO 2018 Stage 1B3,Staging/Grading
1634104,FIGO 2018,FIGO 2018 Stage 1C,Staging/Grading
1633849,FIGO 2018,FIGO 2018 Stage 1C1,Staging/Grading
1633945,FIGO 2018,FIGO 2018 Stage 1C2,Staging/Grading
1635351,FIGO 2018,FIGO 2018 Stage 1C3,Staging/Grading
1634742,FIGO 2018,FIGO 2018 Stage 2,Staging/Grading
1634830,FIGO 2018,FIGO 2018 Stage 2A,Staging/Grading
1633690,FIGO 2018,FIGO 2018 Stage 2A1,Staging/Grading
1633996,FIGO 2018,FIGO 2018 Stage 2A2,Staging/Grading
1633292,FIGO 2018,FIGO 2018 Stage 2B,Staging/Grading
1633312,FIGO 2018,FIGO 2018 Stage 3,Staging/Grading
1635694,FIGO 2018,FIGO 2018 Stage 3A,Staging/Grading
1633716,FIGO 2018,FIGO 2018 Stage 3A1,Staging/Grading
1633371,FIGO 2018,FIGO 2018 Stage 3A1(I),Staging/Grading
1635420,FIGO 2018,FIGO 2018 Stage 3A1(II),Staging/Grading
1633872,FIGO 2018,FIGO 2018 Stage 3A2,Staging/Grading
1633335,FIGO 2018,FIGO 2018 Stage 3B,Staging/Grading
1635228,FIGO 2018,FIGO 2018 Stage 3C,Staging/Grading
1634238,FIGO 2018,FIGO 2018 Stage 3C1,Staging/Grading
1633465,FIGO 2018,FIGO 2018 Stage 3C2,Staging/Grading
1635561,FIGO 2018,FIGO 2018 Stage 4,Staging/Grading
1634317,FIGO 2018,FIGO 2018 Stage 4A,Staging/Grading
1633959,FIGO 2018,FIGO 2018 Stage 4B,Staging/Grading
1635317,FIGO,FIGO grade 1,Staging/Grading
1635826,FIGO,FIGO grade 2,Staging/Grading
1633887,FIGO,FIGO grade 3,Staging/Grading
1634564,FIGO,FIGO Stage 0,Staging/Grading
1634826,FIGO,FIGO Stage 1,Staging/Grading
1633471,FIGO,FIGO Stage 1A,Staging/Grading
1633850,FIGO,FIGO Stage 1A1,Staging/Grading
1635128,FIGO,FIGO Stage 1A2,Staging/Grading
1633590,FIGO,FIGO Stage 1B,Staging/Grading
1635463,FIGO,FIGO Stage 1B1,Staging/Grading
1635572,FIGO,FIGO Stage 1B2,Staging/Grading
1635750,FIGO,FIGO Stage 1B3,Staging/Grading
1635358,FIGO,FIGO Stage 1C,Staging/Grading
1633792,FIGO,FIGO Stage 1C1,Staging/Grading
1634475,FIGO,FIGO Stage 1C2,Staging/Grading
1633311,FIGO,FIGO Stage 1C3,Staging/Grading
1634127,FIGO,FIGO Stage 2,Staging/Grading
1633317,FIGO,FIGO Stage 2A,Staging/Grading
1634026,FIGO,FIGO Stage 2A1,Staging/Grading
1633963,FIGO,FIGO Stage 2A2,Staging/Grading
1635822,FIGO,FIGO Stage 2B,Staging/Grading
1634024,FIGO,FIGO Stage 3,Staging/Grading
1634412,FIGO,FIGO Stage 3A,Staging/Grading
1635742,FIGO,FIGO Stage 3A1,Staging/Grading
1635060,FIGO,FIGO Stage 3A1(I),Staging/Grading
1633791,FIGO,FIGO Stage 3A1(II),Staging/Grading
1634108,FIGO,FIGO Stage 3A2,Staging/Grading
1635339,FIGO,FIGO Stage 3B,Staging/Grading
1633903,FIGO,FIGO Stage 3C,Staging/Grading
1635141,FIGO,FIGO Stage 3C1,Staging/Grading
1633554,FIGO,FIGO Stage 3C2,Staging/Grading
1634306,FIGO,FIGO Stage 4,Staging/Grading
1635588,FIGO,FIGO Stage 4A,Staging/Grading
1635186,FIGO,FIGO Stage 4B,Staging/Grading
1633550,Gleason,Gleason Grade Group 1,Staging/Grading
1633826,Gleason,Gleason Grade Group 2,Staging/Grading
1634459,Gleason,Gleason Grade Group 3,Staging/Grading
1635079,Gleason,Gleason Grade Group 4,Staging/Grading
1635009,Gleason,Gleason Grade Group 5,Staging/Grading
1635448,Gleason,Gleason Primary Pattern Grade 1,Staging/Grading
1635165,Gleason,Gleason Primary Pattern Grade 2,Staging/Grading
1633643,Gleason,Gleason Primary Pattern Grade 3,Staging/Grading
1633348,Gleason,Gleason Primary Pattern Grade 4,Staging/Grading
1635122,Gleason,Gleason Primary Pattern Grade 5,Staging/Grading
1633655,Gleason,Gleason Score 10,Staging/Grading
1635693,Gleason,Gleason Score 3+4,Staging/Grading
1633596,Gleason,Gleason Score 4+3,Staging/Grading
1633844,Gleason,Gleason Score 7,Staging/Grading
1635475,Gleason,Gleason Score 8,Staging/Grading
1633687,Gleason,Gleason Score 9,Staging/Grading
1634230,Gleason,Gleason Score <=6,Staging/Grading
1635517,Gleason,Gleason Secondary Pattern Grade 1,Staging/Grading
1635385,Gleason,Gleason Secondary Pattern Grade 2,Staging/Grading
1634808,Gleason,Gleason Secondary Pattern Grade 3,Staging/Grading
1633367,Gleason,Gleason Secondary Pattern Grade 4,Staging/Grading
1634739,Gleason,Gleason Secondary Pattern Grade 5,Staging/Grading
1633991,Gleason,Gleason Tertiary Pattern Grade 1,Staging/Grading
1634870,Gleason,Gleason Tertiary Pattern Grade 2,Staging/Grading
1633295,Gleason,Gleason Tertiary Pattern Grade 3,Staging/Grading
1633951,Gleason,Gleason Tertiary Pattern Grade 4,Staging/Grading
1634454,Gleason,Gleason Tertiary Pattern Grade 5,Staging/Grading
1634371,Grade,Grade 1 tumor,Staging/Grading
1634752,Grade,Grade 2 tumor,Staging/Grading
1633749,Grade,Grade 3 tumor,Staging/Grading
1635792,Grade,Grade 4 tumor,Staging/Grading
1635587,Grade,High grade tumor,Staging/Grading
1635769,INRG,INRG Stage L1,Staging/Grading
1634844,INRG,INRG Stage L2,Staging/Grading
1634573,INRG,INRG Stage M,Staging/Grading
1634756,INRG,INRG Stage MS,Staging/Grading
1634716,INSS,INSS Stage 1,Staging/Grading
1633305,INSS,INSS Stage 2A,Staging/Grading
1634630,INSS,INSS Stage 2B,Staging/Grading
1634666,INSS,INSS Stage 3,Staging/Grading
1634550,INSS,INSS Stage 4,Staging/Grading
1635264,INSS,INSS Stage 4S,Staging/Grading
1635720,IRSG,Intergroup Rhabdomyosarcoma Group 1,Staging/Grading
1633977,IRSG,Intergroup Rhabdomyosarcoma Group 1a,Staging/Grading
1634732,IRSG,Intergroup Rhabdomyosarcoma Group 1b,Staging/Grading
1634837,IRSG,Intergroup Rhabdomyosarcoma Group 2,Staging/Grading
1634729,IRSG,Intergroup Rhabdomyosarcoma Group 2a,Staging/Grading
1633876,IRSG,Intergroup Rhabdomyosarcoma Group 2b,Staging/Grading
1634967,IRSG,Intergroup Rhabdomyosarcoma Group 2c,Staging/Grading
1635421,IRSG,Intergroup Rhabdomyosarcoma Group 3,Staging/Grading
1633834,IRSG,Intergroup Rhabdomyosarcoma Group 3a,Staging/Grading
1635240,IRSG,Intergroup Rhabdomyosarcoma Group 3b,Staging/Grading
1634942,IRSG,Intergroup Rhabdomyosarcoma Group 4,Staging/Grading
1635249,Grade,Intermediate grade tumor,Staging/Grading
1633954,iRECIST,iRECIST: complete response,Staging/Grading
1635284,iRECIST,iRECIST: partial response,Staging/Grading
1633423,iRECIST,iRECIST: progressive disease,Staging/Grading
1635887,iRECIST,iRECIST: stable disease,Staging/Grading
1635393,iRECIST,irRECIST: complete response,Staging/Grading
1634425,iRECIST,irRECIST: partial response,Staging/Grading
1633405,iRECIST,irRECIST: progressive disease,Staging/Grading
1634976,iRECIST,irRECIST: stable disease,Staging/Grading
1635812,IRSm,IRS-modified TNM stage 1,Staging/Grading
1635007,IRSm,IRS-modified TNM stage 2,Staging/Grading
1633995,IRSm,IRS-modified TNM stage 3,Staging/Grading
1634737,IRSm,IRS-modified TNM stage 4,Staging/Grading
1633361,ISS,ISS Stage 1,Staging/Grading
1634176,ISS,ISS Stage 2,Staging/Grading
1633524,ISS,ISS Stage 3,Staging/Grading
1633518,Limited,Limited Stage,Staging/Grading
1634085,Grade,Low grade tumor,Staging/Grading
1635632,Iugano,Lugano Stage 1,Staging/Grading
1633443,Iugano,Lugano Stage 1E,Staging/Grading
1635473,Iugano,Lugano Stage 2,Staging/Grading
1634058,Iugano,Lugano Stage 2E,Staging/Grading
1634602,Iugano,Lugano Stage 3,Staging/Grading
1635276,Iugano,Lugano Stage 3(1),Staging/Grading
1633822,Iugano,Lugano Stage 3(2),Staging/Grading
1635543,Iugano,Lugano Stage 4,Staging/Grading
1635233,Mandard,Mandard Tumor Response Grade 1,Staging/Grading
1633575,Mandard,Mandard Tumor Response Grade 2,Staging/Grading
1635718,Mandard,Mandard Tumor Response Grade 3,Staging/Grading
1633587,Mandard,Mandard Tumor Response Grade 4,Staging/Grading
1635376,Mandard,Mandard Tumor Response Grade 5,Staging/Grading
1634771,Masaoka,Masaoka_Koga Stage 1,Staging/Grading
1634341,Masaoka,Masaoka_Koga Stage 2,Staging/Grading
1634273,Masaoka,Masaoka_Koga Stage 2a,Staging/Grading
1634655,Masaoka,Masaoka_Koga Stage 2b,Staging/Grading
1635289,Masaoka,Masaoka_Koga Stage 3,Staging/Grading
1634324,Masaoka,Masaoka_Koga Stage 4,Staging/Grading
1635722,Masaoka,Masaoka_Koga Stage 4a,Staging/Grading
1634090,Masaoka,Masaoka_Koga Stage 4b,Staging/Grading
1633488,MRD,Minimal residual disease,Staging/Grading
1635161,MR,Minimal response,Staging/Grading
1634067,mTRG,Modified Tumor Response Grade 1,Staging/Grading
1633802,mTRG,Modified Tumor Response Grade 2,Staging/Grading
1635198,mTRG,Modified Tumor Response Grade 3,Staging/Grading
1635162,mTRG,Modified Tumor Response Grade 4,Staging/Grading
1633514,mTRG,Modified Tumor Response Grade 5,Staging/Grading
1634087,mRai,Moidified Rai Stage 1,Staging/Grading
1634074,mRai,Moidified Rai Stage 2,Staging/Grading
1635132,mRai,Moidified Rai Stage 3,Staging/Grading
1634708,mRai,Moidified Rai Stage 4,Staging/Grading
1634750,Nottingham,Nottingham Grade 1,Staging/Grading
1635449,Nottingham,Nottingham Grade 2,Staging/Grading
1634207,Nottingham,Nottingham Grade 3,Staging/Grading
734310,Nottingham,Nottingham mitotic score 1,Staging/Grading
734311,Nottingham,Nottingham mitotic score 2,Staging/Grading
734312,Nottingham,Nottingham mitotic score 3,Staging/Grading
734307,Nottingham,Nottingham nuclear score 1,Staging/Grading
734308,Nottingham,Nottingham nuclear score 2,Staging/Grading
734309,Nottingham,Nottingham nuclear score 3,Staging/Grading
1635581,Nottingham,Nottingham Score 3,Staging/Grading
1634628,Nottingham,Nottingham Score 4,Staging/Grading
1635808,Nottingham,Nottingham Score 5,Staging/Grading
1634634,Nottingham,Nottingham Score 6,Staging/Grading
1633603,Nottingham,Nottingham Score 7,Staging/Grading
1635278,Nottingham,Nottingham Score 8,Staging/Grading
1634189,Nottingham,Nottingham Score 9,Staging/Grading
734313,Nottingham,Nottingham tubular score 1,Staging/Grading
734314,Nottingham,Nottingham tubular score 2,Staging/Grading
734315,Nottingham,Nottingham tubular score 3,Staging/Grading
1633904,OR,Objective response,Staging/Grading
1635594,Occult,Occult Stage,Staging/Grading
1635152,PR,Partial response,Staging/Grading
1634884,pCR,Pathological complete response,Staging/Grading
1635621,Gleason,Pathological Gleason Score 10,Staging/Grading
1633601,Gleason,Pathological Gleason Score 3+4,Staging/Grading
1634055,Gleason,Pathological Gleason Score 4+3,Staging/Grading
1635467,Gleason,Pathological Gleason Score 7,Staging/Grading
1634821,Gleason,Pathological Gleason Score 8,Staging/Grading
1635817,Gleason,Pathological Gleason Score 9,Staging/Grading
1635297,Gleason,Pathological Gleason Score <=6,Staging/Grading
1633705,PERCIST,PERCIST: complete response,Staging/Grading
1634681,PERCIST,PERCIST: partial response,Staging/Grading
1634248,PERCIST,PERCIST: progressive disease,Staging/Grading
1634497,PERCIST,PERCIST: stable disease,Staging/Grading
1633586,POG,POG Stage A,Staging/Grading
1634435,POG,POG Stage B,Staging/Grading
1635618,POG,POG Stage C,Staging/Grading
1634743,POG,POG Stage D,Staging/Grading
1635639,POG,POG Stage DS,Staging/Grading
1635459,PRETEXT,PRETEXT Stage 1,Staging/Grading
1634767,PRETEXT,PRETEXT Stage 2,Staging/Grading
1634482,PRETEXT,PRETEXT Stage 3,Staging/Grading
1633807,PRETEXT,PRETEXT Stage 4,Staging/Grading
1633294,PD,Progressive disease,Staging/Grading
1634643,R0,R0: No residual tumor,Staging/Grading
1633801,R1,R1: Microscopic residual tumor,Staging/Grading
1634484,R2,R2: Macroscopic residual tumor,Staging/Grading
1634869,Rai,Rai Stage 1,Staging/Grading
1633424,Rai,Rai Stage 2,Staging/Grading
1633994,Rai,Rai Stage 3,Staging/Grading
1634414,Rai,Rai Stage 4,Staging/Grading
1634853,RANO,RANO: complete response,Staging/Grading
1634574,RANO,RANO: partial response,Staging/Grading
1634653,RANO,RANO: progressive disease,Staging/Grading
1633447,RANO,RANO: stable disease,Staging/Grading
1634772,RECIST,RECIST 1.1: complete response,Staging/Grading
1633368,RECIST,RECIST 1.1: partial response,Staging/Grading
1633597,RECIST,RECIST 1.1: progressive disease,Staging/Grading
1634680,RECIST,RECIST 1.1: stable disease,Staging/Grading
1635108,RECIST,RECIST: complete response,Staging/Grading
1633979,RECIST,RECIST: partial response,Staging/Grading
1634326,RECIST,RECIST: progressive disease,Staging/Grading
1635340,RECIST,RECIST: stable disease,Staging/Grading
1634329,Reese Ellsworth,Reese_Ellsworth Classification 1A,Staging/Grading
1633776,Reese Ellsworth,Reese_Ellsworth Classification 1B,Staging/Grading
1634855,Reese Ellsworth,Reese_Ellsworth Classification 2A,Staging/Grading
1634805,Reese Ellsworth,Reese_Ellsworth Classification 2B,Staging/Grading
1634721,Reese Ellsworth,Reese_Ellsworth Classification 3A,Staging/Grading
1634529,Reese Ellsworth,Reese_Ellsworth Classification 3B,Staging/Grading
1633491,Reese Ellsworth,Reese_Ellsworth Classification 4A,Staging/Grading
1634706,Reese Ellsworth,Reese_Ellsworth Classification 4B,Staging/Grading
1633510,Reese Ellsworth,Reese_Ellsworth Classification 5A,Staging/Grading
1634545,Reese Ellsworth,Reese_Ellsworth Classification 5B,Staging/Grading
1635049,Reese Ellsworth,Reese_Ellsworth Classification Group 1,Staging/Grading
1635075,Reese Ellsworth,Reese_Ellsworth Classification Group 2,Staging/Grading
1634290,Reese Ellsworth,Reese_Ellsworth Classification Group 3,Staging/Grading
1634881,Reese Ellsworth,Reese_Ellsworth Classification Group 4,Staging/Grading
1634697,Reese Ellsworth,Reese_Ellsworth Classification Group 5,Staging/Grading
1635024,RISS,RISS Stage 1,Staging/Grading
1633344,RISS,RISS Stage 2,Staging/Grading
1634199,RISS,RISS Stage 3,Staging/Grading
1633728,SIOP/COG,SIOP/COG/NWTSG Stage 1,Staging/Grading
1634215,SIOP/COG,SIOP/COG/NWTSG Stage 2,Staging/Grading
1634966,SIOP/COG,SIOP/COG/NWTSG Stage 3,Staging/Grading
1635508,SIOP/COG,SIOP/COG/NWTSG Stage 4,Staging/Grading
1635506,SD,Stable disease,Staging/Grading
1634946,Stage,Stage 0,Staging/Grading
1634242,Stage,Stage 0A,Staging/Grading
1635657,Stage,Stage 0IS,Staging/Grading
1635838,Stage,Stage 1,Staging/Grading
1633544,Stage,Stage 1A,Staging/Grading
1633843,Stage,Stage 1A1,Staging/Grading
1634275,Stage,Stage 1A2,Staging/Grading
1633775,Stage,Stage 1A3,Staging/Grading
1635041,Stage,Stage 1B,Staging/Grading
1635378,Stage,Stage 1B1,Staging/Grading
1634558,Stage,Stage 1B2,Staging/Grading
1633369,Stage,Stage 1B3,Staging/Grading
1634567,Stage,Stage 1C,Staging/Grading
1633950,Stage,Stage 1C1,Staging/Grading
1633634,Stage,Stage 1C2,Staging/Grading
1634286,Stage,Stage 1C3,Staging/Grading
1635593,Stage,Stage 1E,Staging/Grading
1633908,Stage,Stage 1ES,Staging/Grading
1633633,Stage,Stage 1S,Staging/Grading
1635131,Stage,Stage 2,Staging/Grading
1634370,Stage,Stage 2A,Staging/Grading
1634086,Stage,Stage 2A1,Staging/Grading
1634632,Stage,Stage 2A2,Staging/Grading
1634764,Stage,Stage 2B,Staging/Grading
1633907,Stage,Stage 2C,Staging/Grading
1635388,Stage,Stage 2E,Staging/Grading
1634453,Stage,Stage 2ES,Staging/Grading
1634124,Stage,Stage 2S,Staging/Grading
1634191,Stage,Stage 3,Staging/Grading
1634072,Stage,Stage 3(1),Staging/Grading
1634308,Stage,Stage 3(2),Staging/Grading
1633965,Stage,Stage 3A,Staging/Grading
1635631,Stage,Stage 3A1,Staging/Grading
1633953,Stage,Stage 3A1(I),Staging/Grading
1635018,Stage,Stage 3A1(II),Staging/Grading
1635840,Stage,Stage 3A2,Staging/Grading
1634175,Stage,Stage 3B,Staging/Grading
1635305,Stage,Stage 3C,Staging/Grading
1634590,Stage,Stage 3C1,Staging/Grading
1635612,Stage,Stage 3C2,Staging/Grading
1633362,Stage,Stage 3D,Staging/Grading
1633356,Stage,Stage 3E,Staging/Grading
1633878,Stage,Stage 3ES,Staging/Grading
1635363,Stage,Stage 3S,Staging/Grading
1633987,Stage,Stage 4,Staging/Grading
1635021,Stage,Stage 4A,Staging/Grading
1633778,Stage,Stage 4A1,Staging/Grading
1633910,Stage,Stage 4A2,Staging/Grading
1634499,Stage,Stage 4B,Staging/Grading
1634648,Stage,Stage 4C,Staging/Grading
1633373,Stage,Stage 4S,Staging/Grading
1634804,Stage,Stage 5,Staging/Grading
1634256,Stage,Stage A,Staging/Grading
1635686,Stage,Stage B,Staging/Grading
1634762,Stage,Stage B1,Staging/Grading
1635309,Stage,Stage B2,Staging/Grading
1635672,Stage,Stage C,Staging/Grading
1634816,Stage,Stage D,Staging/Grading
1634745,Stage,Stage D1,Staging/Grading
1634022,Stage,Stage D2,Staging/Grading
1634599,Stage,Stage DS,Staging/Grading
1634738,Stage,Stage L1,Staging/Grading
1633283,Stage,Stage L2,Staging/Grading
1633615,Stage,Stage M1,Staging/Grading
1635416,Stage,Stage MS,Staging/Grading
1635565,SR,Symptoms relief,Staging/Grading
1634902,B-symptoms,Systemic symptoms present,Staging/Grading
1633501,PsP,Tumor pseudoprogression,Staging/Grading
1634539,Transformation,Tumor transformation,Staging/Grading
1634174,WHO,WHO response criteria: complete response,Staging/Grading
1633388,WHO,WHO response criteria: partial response,Staging/Grading
1635650,WHO,WHO response criteria: progressive disease,Staging/Grading
1633992,WHO,WHO response criteria: stable disease,Staging/Grading
1635479,AJCC TRG,AJCC Tumor Regression Grading Grade 0,Staging/Grading
1635394,AJCC TRG,AJCC Tumor Regression Grading Grade 1,Staging/Grading
1634517,AJCC TRG,AJCC Tumor Regression Grading Grade 2,Staging/Grading
1634617,AJCC TRG,AJCC Tumor Regression Grading Grade 3,Staging/Grading
1634194,AJCC/UICC 6th clinical,AJCC/UICC 6th clinical M0 Category,Staging/Grading
1634042,AJCC/UICC 6th clinical,AJCC/UICC 6th clinical M0(i+) Category,Staging/Grading
1634829,AJCC/UICC 6th clinical,AJCC/UICC 6th clinical M1 Category,Staging/Grading
1633709,AJCC/UICC 6th clinical,AJCC/UICC 6th clinical M1a Category,Staging/Grading
1634442,AJCC/UICC 6th clinical,AJCC/UICC 6th clinical M1b Category,Staging/Grading
1635067,AJCC/UICC 6th clinical,AJCC/UICC 6th clinical M1c Category,Staging/Grading
1634427,AJCC/UICC 6th clinical,AJCC/UICC 6th clinical M1d Category,Staging/Grading
1634899,AJCC/UICC 6th clinical,AJCC/UICC 6th clinical MX Category,Staging/Grading
1633315,AJCC/UICC 6th clinical,AJCC/UICC 6th clinical N0 Category,Staging/Grading
1633566,AJCC/UICC 6th clinical,AJCC/UICC 6th clinical N0(i+) Category,Staging/Grading
1634421,AJCC/UICC 6th clinical,AJCC/UICC 6th clinical N0(mol+) Category,Staging/Grading
